tick_neg,alpha_neg,tick_pos,alpha_pos
sprb,0.20993167,ctsh,-0.20976399
ayla,0.21023545,cdns,-0.20977248
capr,0.21165103,rsg,-0.20985104
isig,0.21212739,payx,-0.21002904
creg,0.2121285,atvi,-0.2102501
arec,0.21244466,carr,-0.21048419
slgg,0.21266499,nio,-0.21068005
tlis,0.21297118,rop,-0.21121173
gtec,0.21441178,cnc,-0.21200949
htbx,0.21471077,iqv,-0.21251263
ktcc,0.2152342,lilak,-0.21273753
tara,0.21582477,dell,-0.21293268
bsgm,0.21666645,cfiv,-0.21299551
aeye,0.21766917,mnst,-0.21333331
jakk,0.21797913,kmb,-0.21334448
arkr,0.21821707,rblx,-0.21378018
ainc,0.21906705,info,-0.2137961
cpix,0.21964599,xlnx,-0.21381636
eldn,0.22076812,snps,-0.21475755
edsa,0.2208555,cp,-0.2174276
hrth,0.22104958,orly,-0.217634
sji,0.22128713,mar,-0.21974033
cfrx,0.2215917,panw,-0.21987703
intz,0.22174755,azo,-0.22034961
wvvi,0.22178476,swk,-0.22108237
lumo,0.22283228,ftnt,-0.22120555
corr,0.22349727,exc,-0.22129002
ocup,0.2235473,kdp,-0.22155778
bmra,0.22422409,adsk,-0.2221546
csu,0.22426395,li,-0.2238849
quik,0.22434653,hpq,-0.22478056
enlv,0.22577947,cms,-0.22485973
loan,0.2258865,slb,-0.22605912
tess,0.2259218,mrvl,-0.22704665
qfta,0.22607958,dte,-0.22705124
ltbr,0.22631818,fcx,-0.22795628
thca,0.22653069,eqix,-0.22811094
dmac,0.22701947,gd,-0.22905806
sino,0.22711265,vrtx,-0.2291384
ganx,0.22720774,adi,-0.22973354
fkwl,0.22852425,ecl,-0.2301226
alac,0.22884557,dg,-0.23073322
btn,0.22940126,ilmn,-0.23113585
pipp,0.23029858,meli,-0.23149495
myo,0.23039933,tt,-0.23204206
arav,0.23185197,noc,-0.23220058
rmcf,0.23189414,wm,-0.23294161
lyra,0.23270074,apd,-0.23384221
dcth,0.23281468,cl,-0.23608527
flux,0.23450348,etn,-0.23622903
sypr,0.23489311,nsc,-0.23635
dlpn,0.23560587,klac,-0.23727977
isun,0.23584224,ice,-0.24082087
prpl,0.23591796,cci,-0.24165829
vtaq,0.23616576,ew,-0.24192321
mbot,0.23731536,aon,-0.24292801
edry,0.23865035,uber,-0.24453321
bkti,0.24006684,shw,-0.24653073
bioc,0.24139602,ci,-0.24942546
nbse,0.24141835,cni,-0.2511423
usau,0.24168435,tjx,-0.25182012
live,0.2417312,mrna,-0.2518741
bwac,0.2420936,gm,-0.2538928
ackit,0.24262741,gild,-0.25419587
daio,0.24364224,mo,-0.2564416
nuze,0.24524416,lrcx,-0.256843
cvv,0.24530135,syk,-0.25946444
mtbc,0.24647124,lmt,-0.26033896
vlon,0.2471835,mmm,-0.26131895
glaq,0.24938649,now,-0.26262528
mcmj,0.25062928,mu,-0.2647324
afi,0.25222126,amt,-0.26514116
sgma,0.2533955,tgt,-0.26545566
kbnt,0.25507963,pld,-0.26585457
avct,0.257323,sbux,-0.2658778
seed,0.25982678,antm,-0.2661125
omqs,0.26033884,wll,-0.2696228
tcon,0.26094323,dhr,-0.27550834
wyy,0.26104924,tmus,-0.27663806
fstx,0.26107723,blk,-0.27703863
onvo,0.2618501,enb,-0.2779987
trt,0.2635958,amgn,-0.27902028
clps,0.2637268,avgo,-0.27932802
apdn,0.26383525,ebay,-0.2824766
icd,0.26431155,mdt,-0.28304544
gpac,0.2646295,axp,-0.28431395
cycc,0.2646513,intu,-0.28458568
blph,0.2657164,cvs,-0.28478998
nuro,0.26572713,amat,-0.2898676
ekso,0.265871,unp,-0.29034415
foa,0.27082336,amd,-0.29473534
abio,0.27096558,maa,-0.29623312
ontx,0.27150515,nvda,-0.29697603
nnvc,0.27322268,spgi,-0.2977006
rvph,0.27360362,low,-0.29819793
d,0.2741006,lin,-0.29838425
osat,0.27457872,pypl,-0.30572754
htgm,0.27711725,crm,-0.3059638
bhse,0.27941033,bgne,-0.30766836
mxc,0.2828609,nflx,-0.30851948
lmfa,0.28570068,adbe,-0.30934882
bcac,0.28844357,qcom,-0.31039372
ipwr,0.29105285,asml,-0.31056163
cohn,0.2930853,amzn,-0.31090307
ssnt,0.2938122,ba,-0.31191102
bkyi,0.29519364,unh,-0.31198052
govx,0.29642266,msft,-0.31199035
acy,0.29710868,hd,-0.3121855
ahpi,0.29716098,ipar,-0.3126206
soho,0.2984815,wmt,-0.3127839
useg,0.30126724,cost,-0.3131225
petv,0.3032468,googl,-0.31344488
yten,0.30863637,aapl,-0.31384957
bill,0.31340286,orcl,-0.31416488
blin,0.31769073,intc,-0.31427282
qgen,0.32637513,ntes,-0.31457785
dkng,0.33664006,csco,-0.31474718
snoa,0.3430063,tsla,-0.3170277
rcrt,0.34411472,baba,-0.31705186
efoi,0.3453216,ge,-0.3171551
lov,0.34684837,tm,-0.32259655
jan,0.35339782,frt,-0.335066
peb,0.38656422,afg,-0.33874243
hccc,0.39243302,iipr,-0.35285953
aehr,0.52806914,psb,-0.35827008
chwy,0.54648364,amg,-0.36541453
pnm,0.5524734,duk,-0.3677396
rev,0.6873259,trp,-0.3787276
plnt,0.7964596,dlr,-0.4606272
vtrs,0.8764485,psa,-0.820361
